,id,title,brand,price,link
53,38455224,"Laptop HP Notebook 15-DA0404TU (Intel Pentium Gold 4417U/4GB RAM DDR4/ 500GB HHD/ 15,6",HP,7190000,https://tiki.vn/laptop-hp-notebook-15-da0404tu-intel-pentium-gold-4417u-4gb-ram-ddr4-500gb-hhd-15-6-hd-win10-home-jet-black-8dt50pa-hang-chinh-hang-p38455224.html?src=category-page-1846.8095&2hi=1
54,15073948,Laptop Asus Vivobook 14 A412FA-EK155T Core i3-8145U/Win10 (14,Asus,11690000,https://tiki.vn/laptop-asus-vivobook-14-a412fa-ek155t-core-i3-8145u-win10-14-fhd-hang-chinh-hang-p15073948.html?src=category-page-1846.8095&2hi=0
55,6077101,Laptop Asus Vivobook S14 S430UA-EB097T Core i7-8550U/ Win10 (14 inch FHD IPS) - Hàng Chính Hãng,Asus,18979000,https://tiki.vn/laptop-asus-vivobook-s14-s430ua-eb097t-core-i7-8550u-win10-14-inch-fhd-ips-hang-chinh-hang-p6077101.html?src=category-page-1846.8095&2hi=1
56,24351539,Laptop Asus Vivobook A512FA-EJ555T Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Asus,11909000,https://tiki.vn/laptop-asus-vivobook-a512fa-ej555t-core-i3-8145u-win10-15-6-fhd-hang-chinh-hang-p24351539.html?src=category-page-1846.8095&2hi=1
57,11196536,Laptop Dell Vostro 5481 V4I5229W Core i5-8265U/ Win10 + Office365 (14.0,Dell,16459000,https://tiki.vn/laptop-dell-vostro-5481-v4i5229w-core-i5-8265u-win10-office365-14-0-fhd-ips-hang-chinh-hang-p11196536.html?src=category-page-1846.8095&2hi=1
58,15073946,Laptop Asus Zenbook 13 UX333FA-A4184T Core i5-8265U/Win10/Numpad (13.3 FHD) - Hàng Chính Hãng,Asus,20869000,https://tiki.vn/laptop-asus-zenbook-13-ux333fa-a4184t-core-i5-8265u-win10-numpad-13-3-fhd-hang-chinh-hang-p15073946.html?src=category-page-1846.8095&2hi=0
59,7376963,Laptop Asus Vivobook S14 S430UN-EB054T Core i5-8250U/ Win10 (14.0 inch FHD IPS) - Hàng Chính Hãng,Asus,13929000,https://tiki.vn/laptop-asus-vivobook-s14-s430un-eb054t-core-i5-8250u-win10-14-0-inch-fhd-ips-hang-chinh-hang-p7376963.html?src=category-page-1846.8095&2hi=1
60,43035421,Laptop Asus Vivobook S531FA-BQ154T (Core i5-8265U/ 8GB DDR4 2400MHz/ 512GB SSD M.2 PCIE/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng,Asus,17179000,https://tiki.vn/laptop-asus-vivobook-s531fa-bq154t-core-i5-8265u-8gb-ddr4-2400mhz-512gb-ssd-m-2-pcie-15-6-fhd-ips-win10-hang-chinh-hang-p43035421.html?src=category-page-1846.8095&2hi=0
61,42704936,Laptop MSI GF75 Thin 9RCX-430VN (Core i7-9750H/ 8GB DDR4 2666MHz/ 256GB SSD M.2 PCIE/ GTX 1050Ti 4GB/ 17.3 FHD IPS 120Hz/ Win10) - Hàng Chính Hãng,MSI,22720000,https://tiki.vn/laptop-msi-gf75-thin-9rcx-430vn-core-i7-9750h-8gb-ddr4-2666mhz-256gb-ssd-m-2-pcie-gtx-1050ti-4gb-17-3-fhd-ips-120hz-win10-hang-chinh-hang-p42704936.html?src=category-page-1846.8095&2hi=0
62,4281519,Laptop Asus Vivobook X507UF-EJ078T Core i5-8250U/Win10 (15.6 inch) (Grey) - Hàng Chính Hãng,Asus,13259000,https://tiki.vn/laptop-asus-vivobook-x507uf-ej078t-core-i5-8250u-win10-15-6-inch-grey-hang-chinh-hang-p4281519.html?src=category-page-1846.8095&2hi=1
