Unnamed: 0,id,title,brand,price,weight,cpu,ssd,ram,battery
14,20955090,Laptop Asus Vivobook A512DA-EJ422T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng,Asus,13619000,1.7,,True,8GB,2 Cells 37WHrs
15,21922160,Laptop Lenovo IdeaPad L340-15IRH 81LK007HVN Core i5-9300H/ GTX 1050 3GB/ Dos (15.6 FHD IPS) - Hàng Chính Hãng,Lenovo,16099000,2.19,Intel Core i5,,8GB,3 Cell 45 WHr
16,5465955,Laptop Lenovo Legion Y530-15ICH 81FV00STVN Core i5-8300H/Dos (15.6,Lenovo,19949000,2.3,Intel Core i5,True,8GB,3 Cell 52.5 WHr
17,5463387,Laptop Lenovo Legion Y530-15ICH 81FV00SUVN Core i7-8750H/Dos (15.6,Lenovo,21800000,2.3,Intel Core i7,True,8GB,3 Cell 52.5 WHr
18,23264107,Apple Macbook Air 2019 - 13 Inchs (i5/ 8GB/ 256GB) - Hàng Nhập Khẩu Chính Hãng,Apple,29980000,1.25,1.6GHz dual-core Intel Core i5,,8GB,50.3Wh LiPo Battery
19,9669826,Laptop Asus Zenbook UX433FA-A6061T Core i5-8265U/Win10 (14,Asus,20289000,1.2,Intel Core i5,True,8GB,3 Cells 50 Whrs
20,23264368,Apple Macbook Pro Touch Bar 2019 - 13 inchs (i5/ 8GB/ 256GB) - Hàng Nhập Khẩu Chính Hãng,Apple,36480000,1.37,Intel Core i5,True,8GB,
21,11501789,Laptop Lenovo V330-15IKB 81AX00MBVN Core i3-8130U/ Dos (15.6 HD) - Hàng Chính Hãng,Lenovo,8599000,1.8,Intel Core i3,,4GB,"2 cell 30 Wh, Pin liền"
22,20955084,Laptop Asus Vivobook A512DA-EJ406T AMD R5-3500U/Win10 (15.6 FHD) - Hàng Chính Hãng,Asus,13849000,1.7,,True,8GB,2 Cells 37WHrs
23,32438329,Laptop Asus Vivobook A512FA-EJ1170T Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Asus,12219000,1.7,Intel Core i3-8145U 2.1GHz up to 3.9GHz 4MB,,"4GB DDR4 2400MHz (1x SO-DIMM socket, up to 12GB SDRAM)",2 Cells 37WHrs
24,40495525,Laptop Lenovo Ideapad 320-14ISK Core i3 6006U/ Win10/ 14 inch ( 80XG0083VN ) - Black - Hàng Chính Hãng,Lenovo,6390000,1.7,Intel Core i3,False,4GB,2 cell
25,6086513,Laptop Asus Vivobook S15 S530UA-BQ034T Core i3-8130U/Win10 (15.6 inch FHD IPS) - Hàng Chính Hãng,Asus,9949000,1.6,Intel Core i3,True,4GB,3 Cell 42 Whrs
26,10672462,Laptop Asus Vivobook S14 S430UN-EB139T Core i5-8250U/Win10 (14 inch FHD IPS) - Hàng Chính Hãng,Asus,14969000,1.4,,True,4GB,3 Cells 42 Whrs Battery
27,24351715,Laptop Asus Vivobook A412FA-EK378T Core i3-8145U/ Win10 (14 FHD) - Hàng Chính Hãng,Asus,11599000,1.55,Intel Core i3,True,4GB,2 Cells 37WHrs
28,1747305,Laptop Lenovo ThinkPad T480 20L5S01400 Core i5-8250U/Free Dos (14 inch) - Hàng Chính Hãng (Black),Lenovo,26739000,1.3,Intel Core i5,True,8GB,3 Cells 24 Whrs
29,4374913,Laptop Asus Vivobook A411UA-BV611T Core i3-8130U/Win10 (14 inch) (Gold) - Hàng Chính Hãng,Asus,10259000,1.43,Intel Core i3,False,4GB,3 Cell 42 Whrs
30,4332521,Laptop Dell Vostro 3568 VTI321072 Core i3-7020U/Free Dos (15.6 inch) (Black) - Hàng Chính Hãng,Dell,9590000,2.18,Intel Core i3,False,4GB,3 Cell 51.2 Whr
31,2884733,Laptop LG Gram 2018 14Z980-G AH52A5 Core i5-8250U / Win10 (14 inches) – Silver – Hàng Chính Hãng,LG,28990000,995,Intel Core i5,True,8GB,Li-Polymer
32,32349095,Laptop Asus Vivobook X509FJ-EJ155T Core i5-8265U/ MX230 2GB/ Win10 (15.6 FHD) - Hàng Chính Hãng,Asus,14919000,1.8,Intel Core i5,True,4GB,2 Cells 32WHrs
33,21922154,Laptop Lenovo IdeaPad L340-15IRH 81LK007JVN Core i7-9750H/ GTX 1050 3GB/ Dos (15.6 FHD IPS) - Hàng Chính Hãng,Lenovo,18819000,2.19,Intel Core i7,,8GB,3 Cell 45 WHr
34,26421283,Laptop MSI GF63 Thin 9RCX-645VN Core i7-9750H/ GTX 1050Ti 4GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng,MSI,22039000,1.86,Intel Core i7,,8GB,3 Cell 51WHr
35,7093043,Laptop Asus Vivobook S15 S530UA-BQ135T Core i3-8130U/Win 10 (15.6,Asus,12119000,1.8,Intel Core i3,True,4GB,3 Cell 42 Whrs
36,10225512,Laptop Asus Zenbook 14 UX433FA-A6111T Core i7-8565U/ Win10/ Numpad (14,Asus,24219000,1.09,Intel Core i7,True,8GB,3-Cell 50WHr
37,39940256,Laptop Acer Aspire 5 A515-54-54EU NX.HN3SV.002 Core i5-10210U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Acer,14759000,,,True,8GB,4 cell 48 Wh
38,6088421,Laptop Asus Vivobook S15 S530UA-BQ176T Core i3-8130U/Win10 (15.6 inch FHD IPS) - Hàng Chính Hãng,Asus,10999000,1.6,Intel Core i3,True,4GB,3 Cell 42 Whrs
39,4274393,Laptop Asus Vivobook S15 S530UN-BQ255T Core i5-8250U/Win10 (15.6 inch) (Gold) - Hàng Chính Hãng,Asus,16409000,1.8,Intel Core i5,True,4GB,3 Cell 42 Whrs
40,3529775,MacBook Pro Touch Bar 2018 MR9U2 Core i5/256GB (13 inch) (Silver) - Hàng Chính Hãng,Apple,55990000,1.37,Intel Core i5,True,8GB,
41,29253421,Laptop Dell G7 Inspiron 7591 KJ2G41 Core i7-9750H/ GTX 1050 3GB/ Win10 (15.6 FHD) - Hàng Chính Hãng,Dell,27869000,,Intel Core i7,True,8GB,3-Cell 56WHr
42,2855321,Laptop Gaming MSI GL63 8RC-436VN Core i7-8750H/ Win10 (15.6 inch) - Black - Hàng Chính Hãng,MSI,23850000,2.2,Intel Core i7,True,8GB,6 Cell 41 Whrs
43,2882223,Laptop LG Gram 2018 13ZD980-G AX52A5 Core i5-8250U / Free Dos (13.3 inch) – White – Hàng Chính Hãng,LG,24990000,965,Intel Core i5,True,8GB,Li-Polymer
44,39057428,Laptop Asus Vivobook S531FL-BQ190T Core i5-8265U/MX250 2GB/ Win10 (15.6 inch FHD IPS) - Hàng Chính Hãng,Asus,18549000,1.8,Intel Core i5,True,8GB,3 Cells 42WHrs
45,4273159,Laptop Asus Vivobook S15 S530UN-BQ053T Core i7-8550U/Win10 (15.6 inch) (Gunmetal) - Hàng Chính Hãng,Asus,18049000,1.8,Intel Core i7,True,8GB,3 Cell 42 Whrs
46,10216162,Laptop Asus Zenbook 14 UX433FA-A6113T Core i5-8265U/ Win10/ Numpad (14,Asus,20109000,1.09,Intel Core i5,True,8GB,3-Cell 50WHr
47,32340626,Laptop Asus Vivobook A412DA-EK144T AMD R5-3500U/ Win10 (14 FHD) - Hàng Chính Hãng,Asus,13649000,1.55,AMD Ryzen 5,,8GB,2 Cells 37WHrs
48,19695390,Laptop HP Pavilion 14-CE2041TU (Intel Core I5-8265U/ 4GB RAM DDR4/ 1TB HDD/ 14,HP,14239000,1.6,Intel Core i5,False,4GB,3 Cell 41WHr
49,3252931,MacBook Pro Touch Bar 2018 MR9Q2 Core i5/256GB (13 inch) (Space Gray) - Hàng Chính Hãng,Apple,55990000,1.37,Intel Core i5,True,8GB,
50,34471728,Laptop Asus Vivobook A412DA-EK346T AMD R3-3200U/ Win10 (14 FHD) - Silver - Hàng Chính Hãng,Asus,10909000,,AMD Ryzen 3,True,"4GB DDR4 2400MHz (1x SO-DIMM socket, up to 16GB SDRAM)",2 Cells 37WHrs
51,7393319,Laptop Dell Inspiron 5480 X6C891 Core i5-8265U/ Win10 + Office365 (14.0 inch FHD) - Hàng Chính Hãng,Dell,19179000,1.67,Intel Core i5,True,4GB,3 Cell 42WHr
52,13986891,Laptop Dell Inspiron 15 5570 M5I5238 Core i5-8250U/ Radeon 530/ DOS (15.6,Dell,14659000,,Intel Core i5,,,
53,38455224,"Laptop HP Notebook 15-DA0404TU (Intel Pentium Gold 4417U/4GB RAM DDR4/ 500GB HHD/ 15,6",HP,7190000,,,,,
54,15073948,Laptop Asus Vivobook 14 A412FA-EK155T Core i3-8145U/Win10 (14,Asus,11690000,1.55,,,4GB DDR4 2400MHz (1x4GB) + 1 slot RAM,3 Cells 42 Whrs
55,6077101,Laptop Asus Vivobook S14 S430UA-EB097T Core i7-8550U/ Win10 (14 inch FHD IPS) - Hàng Chính Hãng,Asus,18979000,1.4,Intel Core i7,True,8GB,3 Cell 42 Whrs
56,24351539,Laptop Asus Vivobook A512FA-EJ555T Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Asus,11909000,1.7,Intel Core i3,True,4GB,2 Cells37 Whrs
57,11196536,Laptop Dell Vostro 5481 V4I5229W Core i5-8265U/ Win10 + Office365 (14.0,Dell,16459000,1.55,Intel Core i5,False,4GB,3 Cell 42Whrs
58,15073946,Laptop Asus Zenbook 13 UX333FA-A4184T Core i5-8265U/Win10/Numpad (13.3 FHD) - Hàng Chính Hãng,Asus,20869000,,,,8GB Onboard LPDDR3 - Không nâng cấp được,"3 cell 50 Wh , Pin liền"
59,7376963,Laptop Asus Vivobook S14 S430UN-EB054T Core i5-8250U/ Win10 (14.0 inch FHD IPS) - Hàng Chính Hãng,Asus,13929000,1.4,Intel Core i5,False,4GB,3 Cell 42 Whrs
60,43035421,Laptop Asus Vivobook S531FA-BQ154T (Core i5-8265U/ 8GB DDR4 2400MHz/ 512GB SSD M.2 PCIE/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng,Asus,17179000,1.8,,,"8GB DDR4 2400MHz (1x SO-DIMM socket, up to 12GB SDRAM)",3 Cells 42WHrs
61,42704936,Laptop MSI GF75 Thin 9RCX-430VN (Core i7-9750H/ 8GB DDR4 2666MHz/ 256GB SSD M.2 PCIE/ GTX 1050Ti 4GB/ 17.3 FHD IPS 120Hz/ Win10) - Hàng Chính Hãng,MSI,22720000,2.2,Intel Core i7,True,8GB,3 Cell 51WHr
62,4281519,Laptop Asus Vivobook X507UF-EJ078T Core i5-8250U/Win10 (15.6 inch) (Grey) - Hàng Chính Hãng,Asus,13259000,1.68,Intel Core i5,False,4GB,3 Cell 33 Whrs
63,4279807,Laptop Asus Vivobook X407MA-BV039T Pentium N5000/Win10 (14.0 inch) (Gold) - Hàng Chính Hãng,Asus,7099000,1.5,Intel Pentium Silver,False,4GB,3 Cell 33 Whrs
64,2071717,Laptop Asus TUF Gaming FX504GD-E4177T Core i5-8300H/Win10 (15.6 inch) - Hàng Chính Hãng,Asus,18590000,2.2,Intel Core i5,False,8GB,4 Cell 64 Whrs
65,15073942,Laptop Asus Vivobook 14 A412FA-EK156T Core i3-8145U/Win10 (14,Asus,11089000,1.55,,,4GB DDR4 2400MHz (1x4GB) + 1 slot RAM,3 Cells 42 Whrs
66,8009524,laptop Asus Vivobook A510UA-EJ1123T Core i3-8130U/Win10 (15.6,Asus,10259000,1.6,Intel Core i3,False,4GB,3 Cell 42 Whrs
67,24351545,Laptop Asus F570ZD-FY415T AMD R5-2500U/ GTX 1050 4GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng,Asus,15190000,1.55,AMD Ryzen,True,8GB,3-Cell 48 WHr
68,29253431,Laptop Dell Inspiron 3480 N3480I Core i5-8265U/ AMD 520 2GB/ Win10 (14 HD) - Hàng Chính Hãng,Dell,13359000,1.66,Intel Core i5,False,4GB,3cell 42WHr
69,14013514,Laptop HP Probook 440 G6 (Intel Core I5-8265U  4GB RAM DDR4  256GB SSD  14,HP,16099000,1.6,Intel Core i5,True,4GB,"3 cell 45 Wh, Pin liền"
70,20955082,Laptop Asus Vivobook 14 A412FJ-EK149T Core i5-8265U/MX230 2GB/Win10 (14 FHD) - Hàng Chính Hãng,Asus,16439000,1.55,,True,8GB,2 Cells 37WHrs
71,21009368,Laptop Acer Aspire 5 A515-53-3153 NX.H6BSV.005 Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Acer,8599000,2.1,Intel Core i3,False,1 x 4GB,"3 cell 43 Wh , Pin liền"
72,15073960,Laptop Gaming MSI GF63 Thin 9SC-070VN Core i7-9750H/GTX 1650 4GB/Win10 (15.6 FHD IPS) - Hàng Chính Hãng,MSI,24429000,1.86,,,"8GB DDR4 2666MHz (2x SO-DIMM socket, up to 32GB SDRAM)",3 Cell 51WHr
73,26115085,MSI GF63 9RCX-646VN : I5-9300H | 8GB RAM | 512GB SSD PCIe | GTX 1050Ti 4GB + UHD Graphics 630 | 15.6 FHD IPS | Win10 | Black - hàng chính hãng,MSI,19790000,,,,,
74,10642231,Laptop Asus Vivobook X407MA-BV085T N4000/ Win10 (14 inch) - Hàng Chính Hãng,Asus,5959000,1.7,,False,1 x 4GB DDR4 2400MHz (1 Khe cắm / Hỗ trợ tối đa 8GB),"3 cell 33 Wh , Pin liền"
75,32349900,Laptop Acer Aspire 3 A315-54K-39LX NX.HEESV.008 Core i3-7020U/ Win10 (15.6 HD) - Hàng Chính Hãng,Acer,8909000,,Intel Core i3,False,4GB,"2 cell 37 Wh , Pin liền"
76,17048907,Laptop Asus ROG Zephyrus G GA502DU-AL024T AMD R7-3750H/ GTX 1660Ti 6GB/ Win10 (15.6 FHD 120Hz) - Hàng Chính Hãng,Asus,28799000,2.1,AMD Ryzen 7-3750H,True,8GB,4 Cell 76WHr
77,3550775,MacBook Pro Touch Bar 2018 Core i5/512GB (13 inch) - Hàng Chính Hãng,Apple,59980000,,Intel Core i5,True,8GB,Li-Po 58 Wh
78,1016301,Laptop DELL Inspiron 13 5379 JYN0N1 Core i5-8250U/Win10 + Office 13.3 inch - Hàng Chính Hãng,Dell,20309000,1.78,,,8GB,3 Cells 42WHrs
79,39940263,Laptop Acer Aspire 5 A515-54-51J3 NX.HN5SV.003 Core i5-10210U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Acer,16589000,,,True,8GB,4 cell 48 Wh
80,31581314,Laptop Dell Inspiron 3580 70186847 S I5-8265U 8GB 256GB 2GB 15.6inch FHD W10 - Silver - Hàng Chính Hãng ,Dell,14239000,,,,,3Cell
81,5569327,Laptop Asus Vivobook S15 S530UA-BQ072T Core i3-8130U/Win10 (15.6,Asus,9999000,1.6,Intel Core i3,True,4GB,3 Cell 42 Whrs
82,24733751,Dell Inspiron 3580-70186847 : i5-8265U | 4GB RAM | 1TB HDD | Radeon 520 2GB + UHD Graphics 620 | 15.6 FHD | Win10 | Finger | Silver - Hàng Chính Hãng,Dell,13490000,,,,,
83,3276463,Laptop HP Pavilion 15-cs0016TU 4MF08PA Core i3-8130U/Win10 (15.6 inch) (Gold) - Hàng Chính Hãng,HP,11389000,1.81,Intel Core i3,False,4GB,3 Cell 41 Whr
84,11477903,Laptop Asus Zenbook 15 UX533FD-A9091T Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Asus,24119000,,Intel Core i5,,8GB DDR4 2400MHz (Onboard),Pin lithium-polyme 4-cell 73Wh
85,13990322,Laptop Asus Zenbook 13 UX333FA-A4181T Core i5-8265U/ Win10/ Numpad (13.3 FHD) - Hàng Chính Hãng,Asus,19889000,1.2,Intel Core i5-8265U,True,8GB,"3 cell 50 Wh, Pin liền"
86,42897336,Laptop Acer Swift 3 SF314-57G-53T1 NX.HJESV.001 (Core i5-1035G1/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIe/ MX250 2GB/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,Acer,18619000,1.19,Intel Core i5-1035G1 1.0GHz up to 3.6GHz 6MB,,8GB DDR4 2666MHz,4 Cell 3320 mAh
87,21018104,Laptop Lenovo ThinkPad E490s 20NGS01K00 Core i5-8265U/ Dos (14 FHD) - Hàng Chính Hãng ,Lenovo,17639000,1.66,Intel Core i5,True,8GB,3-Cells 42Whr
88,2885663,Laptop LG Gram 2018 15Z980-G AH55A5 Core i5-8250U/ Win10 (15.6 inches) – Silver – Hàng Chính Hãng,LG,33990000,1095,Intel Core i5,True,8GB,Li-Ion 9360mAh
89,10993765,Laptop Asus Vivobook S15 S530FN-BQ133T Core i5-8265U/ Win10 (15.6,Asus,17219000,1.8,Intel Core i5,True,4GB,3 Cell 42 Whrs
90,39684838,Laptop Asus Vivobook S531FL-BQ192T Core i7-8565U/ MX250 2GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng,Asus,21749000,,,,8GB DDR4 2400MHz,Lithium 42Wh
91,17023227,Laptop Asus TUF Gaming FX705DD-AU059T AMD R7-3750H/ GTX 1050 3GB/ Win10 (17.3,Asus,22990000,2.6,AMD Ryzen 7-3750H,True,8GB,4 Cell 64WHr
92,42897334,Laptop Acer Swift 3 SF314-57-54B2 NX.HJKSV.001 (Core i5-1035G1/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIe/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,Acer,17669000,1.19,Intel Core i5-1035G1 1.0GHz up to 3.6GHz 6MB,,8GB DDR4 2666MHz,3 Cell 4200 mAh
93,39106050,Laptop Asus Vivobook S431FA-EB511T Core i5-8265U/ Win10 (14 FHD IPS) - Hàng Chính Hãng,Asus,16899000,,,True,8GB,3 Cells 42WHrs
94,4134807,Laptop Acer Aspire Nitro A715-72G-50NA NH.GXBSV.001 Core i5-8300HQ/Free Dos (15.6 inch) (Black) - Hàng Chính Hãng,Acer,16969000,2.4,Intel Core i5,False,8GB,4 Cell 3220 mAh
95,34391672,Laptop Asus Vivobook S531FA-BQ104T Core i5-8265U/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng,Asus,17179000,,Intel Core i5-8265U 1.6GHz up to 3.9GHz 6MB,True,8GB,3 Cells 42WHrs
96,22563874,Laptop Asus ROG Strix G G731-VEV082T Core i7-9750H/ RTX 2060 6GB/ Win10 (17.3 FHD IPS 144Hz) - Hàng Chính Hãng,Asus,39589000,2.85,,,"8GB DDR4 2666MHz, 2 slot Ram, Max 32GB",4-Cell 66WHrs
97,3079411,Laptop Acer Predator Helios 300 PH315-51-7533 NH.Q3FSV.002 Core i7-8750H/Free Dos (15.6 inch) - Black - Hàng Chính Hãng,Acer,25149000,2.7,Intel Core i7,True,8GB,4 Cell 48WHr
98,19585286,Apple Macbook Pro Touch Bar 2019 - 15 inchs (i9/ 16GB/ 512GB) - Hàng Nhập Khẩu Chính Hãng,Apple,67269000,1.83,Intel Core i9,True,16GB,
99,2004279,Laptop Lenovo Ideapad 320-14ISK 80XG0083VN Core i3-6006U/Win10 (14 inch) - Black - Hàng Chính Hãng,Lenovo,6590000,2.1,Intel Core i3,False,4GB,2 Cell
100,21922158,Laptop Lenovo Legion Y540-15IRH 81SY0036VN Core i7-9750H/ GTX 1650 4GB/ Dos (15.6 FHD IPS) - Hàng Chính Hãng,Lenovo,24839000,2.3,Intel Core i7,,8GB,3 Cell 52.5 WHr
101,45182816,"Laptop Asus ROG Zephyrus S GX701GXR-H6072T (Core i7-9750H/ 32GB DDR4 2666MHz/ 1TB SSD PCIE/ RTX 2080-MaxQ 8GB/ 17.3 FHD IPS, 240Hz G-Sync, 3ms/ Win10) - Hàng Chính Hãng",Asus,73919000,2.7,,True,32GB,4 Cell 76WHr
102,45183900,Laptop Dell Vostro 5490 V4I5106W (Core 5-10210U/ 8GB DDR4 2666MHz/ 256GB M.2 PCIe NVMe/ 14 FHD/ Win10) - Hàng Chính Hiệu,Dell,18099000,1.49,,False,8GB,3 Cell 45WHr
103,5473613,Laptop MSI GF63 8RC-243VN Core i5-8300H/Win10 (15.6,MSI,20039000,1.86,Intel Core i5,True,8GB,3-Cell 51 Whr
104,4118479,Laptop Dell Vostro 3468 70159379 Core i3-7020U/Free Dos (14 inch) (Black) - Hàng Chính Hãng,Dell,9490000,1.96,Intel Core i3,False,4GB,4 Cell 40 Whrs
105,32349083,Laptop Asus Vivobook X409FA-EK201T Core i5-8265U/ Win10 (14 FHD) - Hàng Chính Hãng,Asus,13619000,1.6,Intel Core i5,True,4GB,2 Cells 32WHrs
106,2122773,Laptop Dell Vostro V3578 NGMPF1 Core i7-8550U/Free Dos (15.6 inch) - Black - Hàng Chính Hãng,Dell,17990000,2.2,Intel Core i7,False,8GB,4 Cells 40 Whrs
107,8818544,Laptop Lenovo V130-14IKB 81HQ00EPVN Pentium Gold 4415U/Free Dos (14,Lenovo,7500000,1.5,Intel Pentium Processor,False,4GB,"2 Cell 30Wh, Pin liền"
108,17014269,Laptop Asus TUF Gaming FX505DU-AL070T AMD R7-3750H/ GTX 1660Ti 6GB/ Win10 (15.6,Asus,24549000,2.2,AMD Ryzen 7-3750H,True,8GB,3-Cells 48 Whrs
109,17049330,Laptop Asus ROG Strix G G531GD-AL025T Core i5-9300H/ GTX 1050 4GB/ Win10 (15.6 FHD IPS 120Hz) - Hàng Chính Hãng,Asus,20399000,2.4,"Intel Core i5-9300H (2.4GHz upto 4.1GHz, 4Cores, 8Threads, 8MB cache, FSB 8GT/s)",,"8GB DDR4 2666MHz, 2 slot Ram, Max 32GB",3-Cell 48WHrs
110,11502483,Laptop Lenovo ThinkPad L380 20M5S01E00 Core i7-8550U/ Dos (13.3 FHD IPS) - Hàng Chính Hãng,Lenovo,22700000,,Intel Core i7,True,8GB,3 Cells 45 Whr
111,5473259,Laptop HP Pavilion x360 14-cd0084TU 4MF18PA Core i5-8250U/Win10 (14,HP,15739000,1.72,Intel Core i5,False,4GB,3-Cell 41 Whr Li-ion
112,19585271,Apple Macbook Pro Touch Bar 2019 - 13 inchs (i5/ 8GB/ 256GB) - Hàng Nhập Khẩu Chính Hãng,Apple,43769000,1.37,Intel Core I5,True,8GB,
113,34471732,Laptop Asus Vivobook S431FA-EB075T Core i5-8265U/ Win10 + Office 365 (14 FHD) - Blue - Hàng Chính Hãng,Asus,16899000,,Intel Core i5,True,8GB DDR4 2400MHz,3 Cells 42WHrs
114,15073958,Laptop Asus Zenbook Flip 13 UX362FA-EL206T Core i7-8565U/Win10/Numpad (13.3 FHD IPS Touch) - Hàng Chính Hãng,Asus,27439000,1.3,,,16GB Onboard LPDDR3 - Không nâng cấp được,"3 cell 50 Wh , Pin liền"
115,43073462,"Laptop ASUS ROG Zephyrus M GU502GV-AZ079T (Core i7-9750H/ 16GB DDR4 2666MHz/ 512GB SSD PCIE/ RTX 2060 6GB/ 15.6 FHD IPS 240Hz, 3ms/ Win10) - Hàng Chính Hãng",Asus,43799000,,Intel Core i7,True,16GB,4 Cell 76WHr
116,10649334,Laptop Asus VivoBook Max X441MA-GA023T Pentium Silver N5000/ Win10 (14 inch HD) - Hàng Chính Hãng,Asus,6949000,1.7,,False,1 x 4GB DDR4 2400MHz (1 Khe cắm/Hỗ trợ tối đa 8GB),"3 cell 36 Wh , Pin liền"
117,8680677,Laptop Lenovo V330-15IKB 81AX00MCVN Core i5-8250U/Free Dos (15.6,Lenovo,12700000,1.8,Intel Core i5,False,4GB,"2 Cell 30Wh, Pin liền"
118,40595116,Laptop Dell Vostro 5581 70194501 S1 I5 82565U 8GB 1TB HDD + 128GB SSD 15.6' FHD Finger W10H - Urban Gray- Hàng Chính Hãng,Dell,17490000,"1,55",,,,
119,1016321,Laptop DELL Inspiron 7570 N5I5102OW Core i5 - 8250U/Win10 + Office 15.6 inch - Hàng Chính Hãng,Dell,19990000,,,,4GB,3 Cell 42 Whr
120,3079095,Laptop Acer Nitro 5 AN515-52-51LW NH.Q3LSV.002 Core i5-8300H/Free Dos (15.6 inch) - Black - Hàng Chính Hãng,Acer,21290000,2.45,Intel Core i5,True,8GB,4 Cell
121,22717827,Laptop Asus Vivobook A512FL-EJ164T Core i5-8265U/ MX250 2GB/ Win10 (15.6 FHD) - Hàng Chính Hãng,Asus,16949000,,,True,8GB,2 Cells 37 Whrs
122,8285447,Microsoft Surface Pro 2018 - Core i5-8250U/8G/128GB - Hàng Chính Hãng,Microsoft,22190000,775,Intel Core 8th Gen i5,True,8GB,Lithium-Polymer
123,20955086,Laptop Asus Zenbook 14 UX433FA-A6106T Core i5-8265U/Win10/Numpad (14 FHD) - Hàng Chính Hãng,Asus,20979000,1.09,,True,8GB,3 Cell 50WHr Lithium-Polymer
124,19703289,Laptop HP Pavilion X360 14-dh0103TU 6ZF24PA Core i3-8145U/ Win10 (14 FHD IPS Touch) - Hàng Chính Hãng,HP,12769000,1.65,Intel Core i3,False,4GB,Li-Ion 3 cell
125,14010932,Laptop Asus VivoBook X507MA-BR072T - Celeron N4000/ Win10 (15.6,Asus,6269000,1.7,13422d Intel Celeron N4000,False,4GB,3 cell 33 Wh
126,24258213,Laptop Acer Aspire 3 A315-54K-36QU NX.HEESV.007 Core i3-7020U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Acer,9279000,1.7,Intel Core i3,True,4GB,"Lithium-Ion, Liền"
127,19602159,Laptop HP Envy 13-aq0025TU 6ZF33PA Core i5-8265U/ Win10 (13.3 FHD IPS) - Hàng Chính Hãng,HP,19779000,1.18,Intel Core i5,True,8GB,4-cell 53 Whr
128,2855837,Laptop Gaming MSI GL73 8RC-230VN Core i7-8750H/ Win10 (17.3 inch) - Black - Hàng Chính Hãng,MSI,24000000,2.7,Intel Core i7,False,8GB,6 Cell 41 Whrs
129,8006275,Laptop Dell Inspiron 5482 70170106 Core i5-8265U/Win10 + Office365 (14.0,Dell,19539000,1.75,Intel Core i5,True,8GB,3-Cell 42Whr
130,12596357,Laptop ASUS ROG Zephyrus S GX531GW-ES006T Core i7-8750H/ RTX 2070 8GB/ Win10 (15.6 FHD IPS 144Hz) - Hàng Chính Hãng,Asus,57550000,,Intel Core i7 8750H,True,16GB,4 Cell 60WHr
131,40350481,Laptop Dell Inspiron 3580 N3580A Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Dell,11239000,2.28,Intel Core i3-8145U 2.1GHz up to 3.9GHz 4MB,True,"4GB DDR4 2666MHz (2x SO-DIMM socket, up to 16GB SDRAM)",3 Cell 42WHr
132,4160367,Laptop Asus Vivobook S15 S530UN-BQ198T Core i7-8550U/Win10 (15.6 inch) (Gold) - Hàng Chính Hãng,Asus,20259000,1.8,Intel Core i7,False,8GB,3 Cells 42 WHrs
133,5473443,Laptop Dell G3 Inspiron 3579 70167040 Core i7-8750H/Dos (15.6,Dell,23799000,2.53,Intel Core i7,True,8GB,4 Cell 56 Whrs
134,10226560,Laptop Asus Zenbook 14 UX433FN-A6124T Core i5-8265U/ Win10/ Numpad (14,Asus,23150000,1.09,Intel Core i5,True,8GB,3-Cell 50WHr
135,1942209,Laptop Asus VivoBook Flip 14 TP410UF-EC029T Core i5-8250U/Win10 (14 inch) - Grey - Hàng Chính Hãng,Asus,15169000,1.6,Intel Core i5,True,4GB,3 Cell 42 Whrs
136,32499235,Laptop Dell Vostro 5481 V4I5206W Core i5-8265U/ Win10+Office365 (14 FHD IPS) - Hàng Chính Hãng,Dell,17739000,,Intel Core i5,True,8GB,3 Cell 42WHr
137,42709344,Laptop ASUS Zenbook UX434FLC-A6173T (Core i7-10510U/ 16GB LPDDR3 2133MHz/ 512GB SSD M.2 PCIE / MX250 2GB/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,Asus,28529000,1.26,Intel Core i7,True,16GB,3 Cell 50WHr Lithium-Polymer
