Unnamed: 0,id,title,brand,price,weight,cpu,ssd,ram,battery
138,42964511,Laptop ASUS Zenbook UX434FLC-A6143T (Core i5-10210U/ 8GB LPDDR3 2133MHz/ 512GB SSD M.2 PCIE/ MX250 2GB/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,Asus,23989000,1.26,Intel Core i5,,8GB,3 Cell 50WHr Lithium-Polymer
139,7092791,Laptop Asus Vivobook S15 S530UA-BQ033T Core i3-8130U/Win 10 (15.6,Asus,9989000,1.8,Intel Core i3,True,4GB,3 Cell 42 Whrs
140,39988657,Laptop Dell Inspiron 5491 C1JW81 Core i7-10510U/ MX230 2GB/ Win10 (14 FHDT IPS) - Hàng Chính Hãng,Dell,24219000,1.67,Intel Core i7,False,8GB,3 Cell 42WHr
141,7391777,Laptop Asus Vivobook S13 S330UN-EY008T Core i5-8250U/ Win10 (13.3 inch FHD IPS) - Hàng Chính Hãng,Asus,18669000,1.2,Intel Core i5,True,8GB,3 Cell 42 Whrs
142,11193197,Laptop ASUS TUF Gaming FX505GE-BQ052T Core i5-8300H/ Win10 (15.6,Asus,21389000,2.2,Intel Core i5,True,8GB,4 Cell 2526mAh 48WHr Polymer
143,26412866,Laptop HP Pavilion 15-cs2060TX 6YZ09PA Core i5-8265U/ MX130 2GB/ Win10 (15.6 FHD) - Hàng Chính Hãng,HP,16459000,1.85,Intel Core i5,,8GB,3 Cell 41WHr
144,29165871,Laptop Asus ROG Strix G G531GT-AL007T Core i5-9300H/ GTX 1650 4GB/ Win10 (15.6 FHD IPS 120Hz) - Hàng Chính Hãng,Asus,22939000,2.4,,,"8GB DDR4 2666MHz (2x SO-DIMM socket, up to 32GB SDRAM)",3 Cell 48WHr
145,13140724,Laptop Asus AsusPro P5440UA Core i5-8250U/SSD 256GB/RAM DDR4 4GB/Win10Pro (14inch) - Hàng Chính Hãng,Asus,25000000,,,,,3 Cell 50 Wh Polymer Pin
146,21013964,Laptop Dell Vostro 3480 70187647 Core i5-8265U/ Win10 (14 HD) - Hàng Chính Hãng,Dell,12389000,,,,1 x 4GB 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"3 cell 42 Wh , Pin liền"
147,4270805,Laptop Asus Vivobook S14 S430UA-EB010T Core i3-8130U/Win10 (14 inch) (Gold) - Hàng Chính Hãng,Asus,12090000,1.4,Intel Core i3,False,4GB,3 Cell 42 Whrs
148,3278953,Laptop Acer Nitro 5 AN515-52-75FT NH.Q3LSV.003 Core i7-8750H/Free Dos (15.6 inch) (Black) - Hàng Chính Hãng,Acer,22990000,2.7,Intel Core i7,True,8GB,4-cell (3220mAh) Li-ion
149,14011535,Laptop HP ProBook 450 G6 5YM81PA Core i5-8265U/ Dos (15.6,HP,16149000,1.9,13422d Intel Core i5-8265U,,1 x 4GB DDR4 2400MHz (2 Khe cắm / Hỗ trợ tối đa 32GB),"3 cell 45 Wh , Pin liền"
150,21022435,Laptop Acer Swift 3 SF314-56-38UE NX.H4CSV.005 Core i3-8145U/ Win10 (14 FHD IPS) - Hàng Chính Hãng,Acer,13190000,1.6,Intel Core i3,True,4GB,"4 cell 45 Wh , Pin liền"
151,24477988,Dell Gaming G3 N3579 (G5I54114) Core i5 _8300H _4GB _1TB _GeForce GTX1050 with 4GB _Full HD IPS / Hàng Chính Hãng,Dell,18550000,,,,,
152,10207289,Laptop HP 15-da0051TU 4ME64PA Core i3-7020U/Win10 (15.6,HP,9479000,1.8,Intel Core i3,False,4GB,3-Cell 41 Whr Li-ion
153,11501793,Laptop Lenovo Ideapad 330-14IKBR 81G2007AVN Core i5-8250U/ Dos (14 FHD) - Hàng Chính Hãng,Lenovo,11339000,2.1,Intel Core i5,,4GB,"2 cell 30 Wh, Pin liền"
154,42704938,Laptop MSI GF75 Thin 9RCX-432VN (Core i5-9300H/ 8GB DDR4 2666MHz/ 256GB SSD M.2 PCIE/ GTX 1050Ti 4GB/ 17.3 FHD IPS/ Win10) - Hàng Chính Hãng,MSI,20569000,2.2,Intel Core i5,True,8GB,3 Cell 51WHr
155,14158223,Laptop Lenovo ThinkPad L390 20NRS00100 Core i5-8265U/ Dos (13.3 FHD IPS) - Hàng Chính Hãng,Lenovo,18669000,1.46,Intel Core,True,4GB,3-Cells 45Whr
156,29253429,Laptop Dell Inspiron 7591 N5I5591W Core i5-9300H/ GTX 1050 3GB/ Win10 (15.6 FHD) - Hàng Chính Hãng,Dell,24429000,1.87,Intel Core i5,True,8GB,3 Cell 56WHr
157,26420693,Laptop MSI GF63 Thin 9RCX-646VN Core i5-9300H/ GTX 1050Ti 4GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng,MSI,20169000,1.86,Intel Core i5,,8GB,3 Cell 51WHr
158,17519315,Laptop Asus Zenbook 13 UX333FA-A4118T Core i5-8265U/ Win10/ Numpad (13.3 FHD IPS) - Hàng Chính Hãng,Asus,20869000,1.09,"Intel Core i5-8265U (1.60GHz Up to 3.90 GHz, 4Cores, 8Threads, 6MB Cache, FSB 4GT/s)",True,8GB LPDDR3-2133Mhz (Onboard),3-Cell 50WHr
159,17016705,Laptop Asus TUF Gaming FX505DD-AL186T AMD R5-3550H/ GTX 1050 3GB/ Win10 (15.6,Asus,16859000,2.2,AMD Ryzen 5-3550H,True,8GB,3-Cells 48 Whrs
160,15073962,Laptop Gaming MSI GF63 Thin 9SC-071VN Core i5-9300H/GTX 1650 4GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng,MSI,21349000,1.86,,,8GB DDR4 2666MHz,"Pin: 3 cell, 51Whr"
161,42965607,Laptop ASUS ZenBook UX334FLC-A4142T (Core i7-10510U/ 16GB LPDDR3 2133MHz/ 512GB SSD M.2 PCIE/ MX250 2GB/ 13.3 FHD IPS/ Win10) - Hàng Chính Hãng,Asus,28799000,1.22,Intel Core i7,,16GB,3 Cell 50WHr Lithium-Polymer
162,29247774,"Laptop Asus ROG Zephyrus S GX502GW-AZ129T Core i7-9750H/ RTX 2070 8GB/ Win10 (15.6 FHD IPS 240Hz G-Sync, 3ms) - Hàng Chính Hãng",Asus,57209000,2.0,,True,16GB,4 Cell 76WHr
163,7089391,Laptop Asus Vivobook S13 S330UA-EY042T Core i7-8550U/Win 10 (13.3,Asus,19379000,1.2,Intel Core i7,True,8GB,3 Cell 42 Whrs
164,42964513,Laptop ASUS Zenbook UX434FAC-A6064T (Core i5-10210U/ 8GB LPDDR3 2133MHz/ 512GB SSD M.2 PCIE/ 14 FUD IPS/ Win10) - Hàng Chính Hãng,Asus,22179000,1.26,Intel Core i5,,8GB,3 Cell 50WHr Lithium-Polymer
165,21009366,Laptop HP Pavilion 14-ce2037TU 6YZ13PA Core i3-8145U/ Win10 (14 FHD) - Hàng Chính Hãng,HP,11399000,,Intel Core i3,False,1 x 4GB,"3 cell 41 Wh , Pin liền"
166,5473757,Laptop MSI GF63 8RD-242VN Core i5-8300H/Win10 (15.6,MSI,20059000,1.86,Intel Core i5,False,8GB,3-Cell 51 Whr
167,42709346,"Laptop ASUS ZenBook Duo UX481FL-BM048T (Core i5-10210U/ 8GB LPDDR3 2133MHz/ 512GB SSD M.2 PCIE/ MX250 2GB/ 14 FHD IPS, 100% sRGB/ Win10) - Hàng Chính Hãng",Asus,30129000,1.5,Intel Core i5,True,8GB,4 Cells 70WHrs
168,17031254,Laptop Asus TUF Gaming FX505DT-AL003T AMD R7-3750H/ GTX 1650 4GB/ Win10 (15.6,Asus,21069000,2.2,AMD Ryzen 7-3750H,True,8GB,3-Cells 48 Whrs
169,20721112,Asus F570ZD FY415T AMD R5-2500U/ VGA GTX1050/ Win10 (15.6 FHD) - Hàng Chính Hãng,Asus,15299000,,,,,
170,14009371,Laptop Lenovo Ideapad 330-14IKB 81G2000NVN Core i3-7020U/ Win10 (14,Lenovo,8005000,,Intel Core i3,False,4GB,2-Cells 30Whr
171,21010656,Laptop HP Pavilion 14-ce2034TU 6YZ17PA Core i3-8145U/ Win10 (14 FHD) - Hàng Chính Hãng,HP,11449000,1.6,"Intel Core i3-8145U (2.10Ghz upto 3.90GHz, 2 Cores, 4 Threads, 4MB Cache, FSB 4GT/s)",,1 x 4GB DDR4 2400MHz (1 Khe cắm / Hỗ trợ tối đa 16GB),"3-cell, 41 Wh Li-ion"
172,40008219,Laptop Lenovo IdeaPad S340-15IWL 81N800A9VN Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Lenovo,14759000,,Core i5-8265U,False,"4GB DDR4 2400MHz (1 x SO-DIMM socket, up to 12GB SDRAM)",3 Cells 52.5WHrs
173,1218191,Laptop HP Probook 450 G5 2XR60PA Core i5-8250U/Dos (15.6 inch) - Bạc - Hàng Chính Hãng,HP,15489000,2.1,Intel Core i5,True,4GB,3 Cells 48WHr
174,22563677,Laptop HP Pavilion 15-cs2055TX 6ZF22PA Core i5-8265U/ MX130 2GB/ Win10 (15.6 FHD) - Hàng Chính Hãng,HP,15559000,1.85,Intel Core i5,False,4GB,3 Cell 41WHr
175,38975955,Laptop Asus Vivobook Flip 14 TP412FA-EC122T Coree i5-8265U/ Win10 (14 FHD IPS) - Hàng Chính Hãng,Asus,15689000,1.5,Intel Core i5,,8GB,3 Cells 42WHrs
176,43073160,"Laptop ASUS ROG Zephyrus M GU502GU-AZ089T (Core i7-9750H/ 16GB DDR4 2666MHz/ 512GB SSD PCIE/ GTX 1660Ti 6GB/ 15.6 FHD IPS 240Hz, 3ms/ Win10) - Hàng Chính Hãng",Asus,39439000,,Intel Core i7,True,16GB,4 Cell 76WHr
177,24864686,Dell Vostro 5481 : i7-8565U | 8GB RAM | 128GB SSD PCIe + 1TB HDD | GeForce MX130 2GB + UHD Graphics 620 | 14.0 FHD IPS | Finger | Ledkey | Free Dos - hàng nhập khẩu,Dell,20150000,,,,,
178,20846622,LAPTOP ACER ASPIRE 7 A715-72G-50NA NH.GXBSV.001 - Hàng chính hãng,Acer,18690000,,,,,
179,37480129,Dell Latitude E7270 I5 6300U 8GB 256SS 12.5HD W10P - Black - Hàng Nhập Khẩu ,Dell,12990000,"1,2",Intel Core i5,True,8GB,4Cell
180,8081862,Laptop Asus Zenbook 13 UX333FN-A4124T Core i5-8265U/Win10/ Numpad (13.3,Asus,22159000,1.09,Intel Core i5,True,8GB,3-Cell 50WHr
181,1746771,Laptop Lenovo ThinkPad Edge E580 20KS005NVA Core i5-8250U/Free Dos (15.6 inch) - Hàng Chính Hãng (Black),Lenovo,15429000,2.1,Intel Core i5,False,4GB,3 Cells 45 Whrs
182,17048913,Laptop Asus ROG Strix G G531GT-AL017T Core i7-9750H/ GTX 1650 4GB/ Win10 (15.6 FHD IPS 120Hz) - Hàng Chính Hãng,Asus,27199000,2.2,Intel Core i7,True,8GB,3-Cell 48WHrs
183,19605845,Laptop HP Envy 13-aq0027TU 6ZF43PA Core i7-8565U/ Win10 (13.3 FHD IPS) - Hàng Chính Hãng,HP,25559000,1.21,Intel Core i7,True,8GB,4-cell 53 Whr
184,17602297,Laptop Asus Vivobook 15 A512FA-EJ570T Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Asus,11909000,,Intel Core i3,True,4GB,2 Cells37 Whrs
185,22717826,Laptop Asus Vivobook A512FA-EJ202T Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Asus,14499000,,,True,8GB,2 Cells 37 Whrs
186,8834343,Laptop Gaming Asus TUF FX505GD-BQ088T Core i5-8300H/Win10 (15.6″ FHD) - Hàng Chính Hãng,Asus,17999000,2.2,Intel Core i5,True,8GB,4 Cells 48 Whrs
187,3656829,Laptop Dell G7 Inspiron 7588 NCR6R1 Core i5-8300H/Free Dos (15.6 inch) (Black) - Hàng Chính Hãng,Dell,23599000,2.63,Intel Core i5,True,8GB,4 Cell 56 Whr
188,40876515,Asus F570ZD FY414T | AMD R5-2500U/ 4GB / 1TB HDD/ VGA GTX1050 4GB/ Win10 (15.6 FHD) - Hàng Chính Hãng,Asus,14639000,"2,10",AMD Ryzen 5 2500U Mobile Processor,True,4GB,3 Cells 48 Whrs Battery
189,45023084,Laptop HP ENVY 13-aq1022TU 8QN69PA (Core i5-10210U/ 8GB/ 512GB SSD/ 13.3 FHD/ WIN10) - Hàng Chính Hãng,HP,21599000,1.17,Intel Core i5,True,8GB,"4 Cells, Lithium-Ion, Liền"
190,2882833,Laptop LG Gram 2018 14ZD980-G AX52A5 Core i5-8250U / Free Dos (14 inch) – White – Hàng Chính Hãng,LG,25209000,995,Intel Core i5,True,8GB,Li-Polymer
191,2997825,Laptop Asus Vivobook 15 A510UA-BR873T Core i3-7100U/Win10 (15.6 inch) - Gold - Hàng Chính Hãng,Asus,9639000,1.7,Intel Core i3,False,4GB,3 Cells 42 Whrs
192,34473099,"Laptop MSI GS65 Stealth 9SD-1409VN Core i5-9300H/ GTX 1660Ti 6GB/ Win10 (15.6 FHD IPS, 144Hz, 3ms) - Hàng Chính Hãng",MSI,33229000,1.9,Intel Core i5,,8GB,4 Cell 82WHr
193,42709351,Laptop ASUS ZenBook UX434FLC-A6212T (Core i5-10210U/ 8GB LPDDR3 2133MHz/ 512GB SSD M.2 PCIE/ MX250 2GB/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,Asus,24229000,1.26,Intel Core i5,True,8GB,3 Cell 50WHr Lithium-Polymer
194,990740,Laptop Asus X441NA-GA070T Core N4200/Win 10 14 inch - Hàng Chính Hãng,Asus,6169000,,,,4GB,3 Cell Int 36Wh
195,40151257,Laptop Acer Aspire 3 A315-42-R8PX NX.HF9SV.00A AMD R3-3200U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Acer,10359000,1.7,AMD Ryzen 3,True,8GB,3 Cell 4319 mAh
196,24258269,Laptop Acer Aspire 3 A315-54-3501 NX.HEFSV.003 Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Acer,10099000,1.7,Intel Core i3,True,4GB,"Lithium-Ion, pin liền"
197,42892572,Laptop Acer Aspire 3 A315-54-52HT NX.HM2SV.002 (Core i5-10210U/ 4GB DDR4 2133MHz Onboard/ 256GB SSD M.2 PCIE/ 15.6 FHD/ Win10) - Hàng Chính Hãng,Acer,11800000,1.7,,,4GB DDR4 2133MHz Onboard,3 Cell 4319 mAh
198,4376129,Laptop Asus Vivobook X507UA-EJ483T Core i5-8250U/Win10 (15.6 inch) (Gold) - Hàng Chính Hãng,Asus,12379000,1.68,Intel Core i5,False,4GB,3 Cell 42 Whrs
199,3271097,Laptop HP Pavilion Power 15-cb540TX 4BN72PA Core i5-7300HQ/Win10 (15.6 inch) - Hàng Chính Hãng,HP,18159000,2.12,Intel Core i5,True,8GB,4 Cell 70 Whr
200,4332041,Laptop Dell Inspiron 3476 C4I51121 Core i5-8250U/Free Dos (14 inch) (Black) - Hàng Chính Hãng,Dell,11990000,2,Intel Core i5,False,4GB,4 Cell 40 Whr
201,7387245,Laptop Asus Vivobook S15 S530UN-BQ264T Core i5-8250U/ Win10 ( 15.6 inch FHD IPS) - Hàng Chính Hãng,Asus,15629000,1.8,Intel Core i5,True,4GB,3 Cell 42 Whrs
202,15345446,Apple Macbook Air 2017 13.3 Inch Core i7/ 8GB/ 128GB (Z0UU3) - Hàng Chính Hãng,Apple,27990000,,Intel Core i7,,8GB of 2400 Mhz DDR4,
203,7405355,Laptop Acer Swift 3 SF315-52G-58TE NX.GZCSV.001 Core i5-8250U/ Win10 (15.6 inch FHD IPS) - Hàng Chính Hãng,Acer,15199000,1.7,Intel Core i5,True,8GB,4-Cell 3220 mAh
204,39106052,Laptop Asus Vivobook S431FL-EB511T Core i5-8265U/ MX250 2GB/ Win10 (14 FHD IPS) - Hàng Chính Hãng,Asus,18279000,,,True,8GB,3 Cells 42WHrs
205,21922144,Laptop Acer Aspire 3 A315-53-P3YE NX.H38SV.007 Pentium Gold 4417U/ Win10 (15.6 HD) - Hàng Chính Hãng,Acer,7500000,2.0,Intel Pentium Gold 4417U,,1 x 4GB Onboard,"2 cell 37 Wh , Pin liền"
206,4160129,Laptop Asus Vivobook S15 S530UN-BQ026T Core i5-8250U/Win10 (15.6 inch) (Gold) - Hàng Chính Hãng,Asus,16359000,1.8,Intel Core i5,False,4GB,3 Cells 42 WHrs
207,42695145,Laptop Dell Inspiron 5593 N5I5402W- I5-1035G1 4GB 128SS 1T 2GB 15.6FHD W10 -Silver - Hàng Chính Hãng ,Dell,16629000,1.95,,,,
208,22615311,Laptop Dell Inspiron 5584 N5I5413W Core i5-8265U/ MX130/ Win10 (15 FHD) - Hàng Chính Hãng,Dell,19129000,1.9,Intel Core i5,,1 x 8GB,"3 cell 42 Wh , Pin liền"
209,13986893,Laptop Asus Vivobook 14 X407UA-BV343T Core i5-8250U/ Win10 (14 HD) - Hàng Chính Hãng,Asus,12069000,,Intel Core i5,True,4GB,3-Cells 33 Whrs
210,22047053,Laptop Lenovo ThinkPad X390 20Q0S03X00 Core i7-8565U/ Dos (13.3 FHD IPS) - Hàng Chính Hãng,Lenovo,33159000,1.28,Intel Core i7,True,8GB,6 Cell 48WHr
211,34473182,Laptop Asus Vivobook X409FA-EK199T Core i5-8265U/ Win10 (14 FHD) - Hàng Chính Hãng,Asus,12420000,,Intel Core i5-8265U,True,4GB,2 Cells 32WHrs
212,8082599,Laptop Asus Zenbook Flip 14 UX461UA-E1147T Core i5-8250U/Win10 (14.0,Asus,16869000,1.4,Intel Core i5,True,4GB,3 Cell 57 Whrs
213,21013966,Laptop Dell Inspiron 3481 030CX1 Core i3-7020U/ Win10 (14 HD) - Hàng Chính Hãng,Dell,10669000,1.7,,,1 x 4GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"3 cell 42 Wh , Pin liền"
214,1750457,Laptop Lenovo ThinkPad X Carbon 6 20KHS01900 Core i7-8550U/Win10 (14 inch) - Hàng Chính Hãng (Black),Lenovo,48250000,1.13,Intel Core i7,True,8GB,3 Cells 57 Whrs
215,628778,Laptop HP Probook 430 G4 Z6T08PA - Core i5-7200U / Win10 (13.3inch) - Bạc - Hàng Chính Hãng,HP,14189000,,Intel Core i5,False,4GB,3 Cell
216,34471735,Laptop Asus Vivobook X509FJ-EJ158T Core i7-8565U/ MX230 2GB/ Win10 (15.6 FHD) - Silver - Hàng Chính Hãng,Asus,17689000,,Intel Core i7,True,4GB DDR4 2400MHz Onboard,2 Cells 32WHrs
217,8286686,Microsoft Surface Pro 2018 - Core i7-8650U/8G/256GB (KJU-00016) - Hàng Chính Hãng,Microsoft,41999000,775,Intel Core i7,True,8GB,Lithium-Polymer
218,22023334,Laptop Lenovo IdeaPad S340-15IWL 81N800AAVN Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Lenovo,13719000,,Intel Core i5,True,4GB,2 Cells 30WHrs
219,34473097,"Laptop MSI GP75 Leopard 9SE-876VN Core i7-9750H/ RTX 2060 6GB/ Win10 (17.3 FHD IPS, 144Hz) - Hàng Chính Hãng",MSI,40069000,2.6,Intel Core i7,,16GB (8GB x2),6 Cell 51WHrs
220,16737743,Dell Vostro 5581(70175957S) I5 8265U 8GB 256GB-SSD 15.6,Dell Vostro,16790000,,,,,3 Cells 42WHr
221,39940252,Laptop Acer Aspire A515-54-33AB NX.HMHSV.001 Core i3-10110U/ Win10 (14 FHD) - Hàng Chính Hãng,Acer,11209000,,,,4GB,4 Cell
222,19614142,Laptop HP Pavilion 14-ce2039TU 6YZ15PA Core i5-8265U/ Win10 (14 FHD IPS) - Hàng Chính Hãng,HP,14289000,1.6,Intel Core i5,False,4GB,3 Cell 41WHr
223,14011539,Laptop HP ProBook 440 G6 5YM60PA Core i5-8265U/ Dos (14,HP,16149000,,ntel Core i5-8265U,,"8GB DDR4-2400MHz, 2 Slots, Max 32GB",3-Cell 45 Whr
224,14011559,Laptop HP Probook 440 G6 (Intel Core I3-8145U/ 4GB RAM DDR4/ 500GB HDD/ 14,HP,12119000,,13422d Intel Core i3-8145U,,1 x 4GB DDR4 2400MHz (2 Khe cắm / Hỗ trợ tối đa 32GB),"3 cell 45 Wh , Pin liền"
225,11477915,Laptop Asus Vivobook S13 S330FA-EY005T Core i5-8265U/ Win10 (13.3 FHD) - Hàng Chính Hãng,Asus,17439000,,"Intel Core i5-8265U (1.60GHz Up to 3.90 GHz, 4Cores, 8Threads, 6MB Cache, FSB 4GT/s)",,8GB LPDDR3-2133MHz,3 Cells 42 Whrs Battery
226,24689383,Laptop HP ProBook 450 G6 6FG93PA - Hàng chính hãng,HP,18299000,,,,,
227,21010819,Laptop Acer Swift 3 SF315-52-38YQ NX.GZBSV.003 Core i3-8130U/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng,Acer,11349000,1.6,Intel Core i3,False,4GB,"4 cell 48 Wh , Pin liền"
228,4137777,Laptop MSI PS42 8RB-234VN Core i5-8250U/Win10 (14 inch) (Silver) - Hàng Chính Hãng,MSI,23200000,1.19,Intel Core i5,True,8GB,4-Cell 50Whr
229,11196314,Laptop Dell Vostro 5481 V4I5227W Core i5-8265U/ Win10 + Office365 (14.0,Dell,16310000,1.55,Intel Core i5,False,4GB,3 Cell 42Whrs
